sample_id,category,subtype,mode,intensity,file_path
normal_normal_1_0129,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0129.csv
normal_normal_2_0129,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0129.csv
normal_normal_1_0130,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0130.csv
normal_normal_2_0130,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0130.csv
normal_normal_1_0131,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0131.csv
normal_normal_2_0131,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0131.csv
normal_normal_1_0132,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0132.csv
normal_normal_2_0132,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0132.csv
normal_normal_1_0133,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0133.csv
normal_normal_2_0133,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0133.csv
normal_normal_1_0134,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0134.csv
normal_normal_2_0134,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0134.csv
normal_normal_1_0135,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0135.csv
normal_normal_2_0135,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0135.csv
normal_normal_1_0136,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0136.csv
normal_normal_2_0136,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0136.csv
normal_normal_1_0137,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0137.csv
normal_normal_2_0137,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0137.csv
normal_normal_1_0138,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0138.csv
normal_normal_2_0138,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0138.csv
normal_normal_1_0139,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0139.csv
normal_normal_2_0139,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0139.csv
normal_normal_1_0140,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0140.csv
normal_normal_2_0140,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0140.csv
normal_normal_1_0141,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0141.csv
normal_normal_2_0141,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0141.csv
normal_normal_1_0142,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0142.csv
normal_normal_2_0142,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0142.csv
normal_normal_1_0143,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0143.csv
normal_normal_2_0143,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0143.csv
normal_normal_1_0144,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0144.csv
normal_normal_2_0144,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0144.csv
normal_normal_1_0145,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0145.csv
normal_normal_2_0145,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0145.csv
normal_normal_1_0146,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0146.csv
normal_normal_2_0146,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0146.csv
normal_normal_1_0147,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0147.csv
normal_normal_2_0147,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0147.csv
normal_normal_1_0148,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0148.csv
normal_normal_2_0148,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0148.csv
normal_normal_1_0149,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0149.csv
normal_normal_2_0149,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0149.csv
normal_normal_1_0150,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0150.csv
normal_normal_2_0150,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0150.csv
normal_normal_1_0151,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0151.csv
normal_normal_2_0151,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0151.csv
normal_normal_1_0152,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0152.csv
normal_normal_2_0152,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0152.csv
normal_normal_1_0153,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0153.csv
normal_normal_2_0153,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0153.csv
normal_normal_1_0154,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0154.csv
normal_normal_2_0154,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0154.csv
normal_normal_1_0155,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0155.csv
normal_normal_2_0155,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0155.csv
normal_normal_1_0156,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0156.csv
normal_normal_2_0156,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0156.csv
normal_normal_1_0157,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0157.csv
normal_normal_2_0157,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0157.csv
normal_normal_1_0158,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0158.csv
normal_normal_2_0158,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0158.csv
normal_normal_1_0159,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0159.csv
normal_normal_2_0159,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0159.csv
normal_normal_1_0160,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0160.csv
normal_normal_2_0160,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0160.csv
normal_normal_1_0161,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0161.csv
normal_normal_2_0161,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0161.csv
normal_normal_1_0162,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0162.csv
normal_normal_2_0162,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0162.csv
normal_normal_1_0163,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0163.csv
normal_normal_2_0163,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0163.csv
normal_normal_1_0164,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0164.csv
normal_normal_2_0164,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0164.csv
normal_normal_1_0165,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0165.csv
normal_normal_2_0165,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0165.csv
normal_normal_1_0166,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0166.csv
normal_normal_2_0166,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0166.csv
normal_normal_1_0167,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0167.csv
normal_normal_2_0167,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0167.csv
normal_normal_1_0168,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0168.csv
normal_normal_2_0168,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0168.csv
normal_normal_1_0169,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0169.csv
normal_normal_2_0169,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0169.csv
normal_normal_1_0170,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0170.csv
normal_normal_2_0170,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0170.csv
normal_normal_1_0171,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0171.csv
normal_normal_2_0171,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0171.csv
normal_normal_1_0172,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0172.csv
normal_normal_2_0172,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0172.csv
normal_normal_1_0173,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0173.csv
normal_normal_2_0173,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0173.csv
normal_normal_1_0174,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0174.csv
normal_normal_2_0174,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0174.csv
normal_normal_1_0175,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0175.csv
normal_normal_2_0175,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0175.csv
normal_normal_1_0176,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0176.csv
normal_normal_2_0176,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0176.csv
normal_normal_1_0177,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0177.csv
normal_normal_2_0177,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0177.csv
normal_normal_1_0178,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0178.csv
normal_normal_2_0178,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0178.csv
normal_normal_1_0179,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0179.csv
normal_normal_2_0179,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0179.csv
normal_normal_1_0180,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0180.csv
normal_normal_2_0180,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0180.csv
normal_normal_1_0181,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0181.csv
normal_normal_2_0181,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0181.csv
normal_normal_1_0182,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0182.csv
normal_normal_2_0182,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0182.csv
normal_normal_1_0183,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0183.csv
normal_normal_2_0183,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0183.csv
normal_normal_1_0184,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0184.csv
normal_normal_2_0184,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0184.csv
normal_normal_1_0185,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0185.csv
normal_normal_2_0185,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0185.csv
normal_normal_1_0186,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0186.csv
normal_normal_2_0186,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0186.csv
normal_normal_1_0187,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0187.csv
normal_normal_2_0187,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0187.csv
normal_normal_1_0188,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0188.csv
normal_normal_2_0188,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0188.csv
normal_normal_1_0189,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0189.csv
normal_normal_2_0189,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0189.csv
normal_normal_1_0190,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0190.csv
normal_normal_2_0190,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0190.csv
normal_normal_1_0191,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0191.csv
normal_normal_2_0191,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0191.csv
normal_normal_1_0192,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0192.csv
normal_normal_2_0192,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0192.csv
normal_normal_1_0193,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0193.csv
normal_normal_2_0193,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0193.csv
normal_normal_1_0194,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0194.csv
normal_normal_2_0194,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0194.csv
normal_normal_1_0195,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0195.csv
normal_normal_2_0195,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0195.csv
normal_normal_1_0196,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0196.csv
normal_normal_2_0196,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0196.csv
normal_normal_1_0197,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0197.csv
normal_normal_2_0197,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0197.csv
normal_normal_1_0198,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0198.csv
normal_normal_2_0198,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0198.csv
normal_normal_1_0199,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0199.csv
normal_normal_2_0199,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0199.csv
normal_normal_1_0200,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0200.csv
normal_normal_2_0200,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0200.csv
normal_normal_1_0201,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0201.csv
normal_normal_2_0201,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0201.csv
normal_normal_1_0202,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0202.csv
normal_normal_2_0202,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0202.csv
normal_normal_1_0203,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0203.csv
normal_normal_2_0203,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0203.csv
normal_normal_1_0204,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0204.csv
normal_normal_2_0204,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0204.csv
normal_normal_1_0205,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0205.csv
normal_normal_2_0205,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0205.csv
normal_normal_1_0206,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0206.csv
normal_normal_2_0206,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0206.csv
normal_normal_1_0207,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0207.csv
normal_normal_2_0207,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0207.csv
normal_normal_1_0208,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0208.csv
normal_normal_2_0208,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0208.csv
normal_normal_1_0209,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0209.csv
normal_normal_2_0209,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0209.csv
normal_normal_1_0210,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0210.csv
normal_normal_2_0210,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0210.csv
normal_normal_1_0211,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0211.csv
normal_normal_2_0211,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0211.csv
normal_normal_1_0212,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0212.csv
normal_normal_2_0212,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0212.csv
normal_normal_1_0213,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0213.csv
normal_normal_2_0213,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0213.csv
normal_normal_1_0214,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0214.csv
normal_normal_2_0214,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0214.csv
normal_normal_1_0215,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0215.csv
normal_normal_2_0215,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0215.csv
normal_normal_1_0216,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0216.csv
normal_normal_2_0216,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0216.csv
normal_normal_1_0217,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0217.csv
normal_normal_2_0217,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0217.csv
normal_normal_1_0218,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0218.csv
normal_normal_2_0218,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0218.csv
normal_normal_1_0219,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0219.csv
normal_normal_2_0219,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0219.csv
normal_normal_1_0220,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0220.csv
normal_normal_2_0220,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0220.csv
normal_normal_1_0221,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0221.csv
normal_normal_2_0221,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0221.csv
normal_normal_1_0222,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0222.csv
normal_normal_2_0222,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0222.csv
normal_normal_1_0223,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0223.csv
normal_normal_2_0223,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0223.csv
normal_normal_1_0224,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0224.csv
normal_normal_2_0224,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0224.csv
normal_normal_1_0225,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0225.csv
normal_normal_2_0225,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0225.csv
normal_normal_1_0226,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0226.csv
normal_normal_2_0226,normal,normal_2,NA,NA,synthetic_data\normal\normal_2\normal_normal_2_0226.csv
normal_normal_1_0227,normal,normal_1,NA,NA,synthetic_data\normal\normal_1\normal_normal_1_0227.csv
